record_id,sample_index,part_id,measurement_timestamp_sgt,production_date_sgt,batch_id,process_stage,shift,assembly_operator_id,appraiser_id,improvement_plan_id,improvement_actions,source_system,motor_current_a,jaw_alignment_error_mm,gear_backlash_deg,pad_thickness_mm,fastener_torque_nm,sensor_zero_offset_n,measured_force_n,target_n,lsl_n,usl_n,deviation_from_target_n,spec_status,defect_type,defect_flag,device_id,protocol_id,test_block_id,test_block_diameter_mm,closing_speed_mm_s,hold_time_s,contact_distance_from_jaw_root_mm,device_resolution_n,ctq,data_label,generation_model_version,process_seed,measurement_seed
AF-065,65,EG-A-065,2026-08-27T10:00:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Day,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.853,0.179,0.576,2.995,2.492,-0.046,12.13,12.00,10.00,14.00,0.13,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-066,66,EG-A-066,2026-08-27T10:30:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.882,0.142,0.623,2.945,2.442,-0.016,11.81,12.00,10.00,14.00,-0.19,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-067,67,EG-A-067,2026-08-27T11:00:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.257,0.181,0.49,3.079,2.521,0.022,13.39,12.00,10.00,14.00,1.39,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-068,68,EG-A-068,2026-08-27T11:30:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Day,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.902,0.136,0.364,2.936,2.412,0.029,11.83,12.00,10.00,14.00,-0.17,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-069,69,EG-A-069,2026-08-27T12:00:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.106,0.12,0.538,3.079,2.59,0.036,12.37,12.00,10.00,14.00,0.37,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-070,70,EG-A-070,2026-08-27T12:30:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.805,0.1,0.376,3.026,2.535,0.060,11.52,12.00,10.00,14.00,-0.48,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-071,71,EG-A-071,2026-08-27T20:00:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Night,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.02,0.231,0.458,3.009,2.538,-0.001,11.79,12.00,10.00,14.00,-0.21,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-072,72,EG-A-072,2026-08-27T20:30:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Night,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.65,0.108,0.398,3.058,2.566,-0.042,11.15,12.00,10.00,14.00,-0.85,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-073,73,EG-A-073,2026-08-27T21:00:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Night,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.956,0.128,0.609,2.986,2.499,-0.067,11.90,12.00,10.00,14.00,-0.10,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-074,74,EG-A-074,2026-08-27T21:30:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Night,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.103,0.142,0.686,3.004,2.584,-0.046,12.03,12.00,10.00,14.00,0.03,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-075,75,EG-A-075,2026-08-27T22:00:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Night,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.067,0.192,0.47,2.963,2.433,-0.031,12.30,12.00,10.00,14.00,0.30,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-076,76,EG-A-076,2026-08-27T22:30:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.003,0.11,0.439,3.029,2.409,-0.006,11.92,12.00,10.00,14.00,-0.08,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-077,77,EG-A-077,2026-08-27T23:00:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.908,0.082,0.628,2.905,2.387,-0.004,12.20,12.00,10.00,14.00,0.20,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-078,78,EG-A-078,2026-08-27T23:30:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Night,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.113,0.182,0.485,3.038,2.331,0.022,12.33,12.00,10.00,14.00,0.33,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-079,79,EG-A-079,2026-08-28T00:00:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.158,0.246,0.448,3.002,2.667,0.009,12.56,12.00,10.00,14.00,0.56,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-080,80,EG-A-080,2026-08-28T00:30:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.927,0.184,0.539,3.018,2.554,0.017,12.08,12.00,10.00,14.00,0.08,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-081,81,EG-A-081,2026-08-28T08:00:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.755,0.056,0.565,2.923,2.384,-0.036,10.67,12.00,10.00,14.00,-1.33,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-082,82,EG-A-082,2026-08-28T08:30:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.918,0.091,0.398,3.004,2.524,0.013,11.75,12.00,10.00,14.00,-0.25,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-083,83,EG-A-083,2026-08-28T09:00:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Day,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.017,0.15,0.62,2.935,2.512,0.055,12.26,12.00,10.00,14.00,0.26,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-084,84,EG-A-084,2026-08-28T09:30:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.835,0.233,0.508,2.999,2.648,-0.054,11.62,12.00,10.00,14.00,-0.38,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-085,85,EG-A-085,2026-08-28T10:00:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.847,0.053,0.525,2.896,2.61,-0.009,11.67,12.00,10.00,14.00,-0.33,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-086,86,EG-A-086,2026-08-28T10:30:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Day,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.954,0.148,0.467,2.983,2.482,-0.018,11.99,12.00,10.00,14.00,-0.01,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-087,87,EG-A-087,2026-08-28T11:00:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Day,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.994,0.203,0.564,2.978,2.397,-0.061,11.99,12.00,10.00,14.00,-0.01,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-088,88,EG-A-088,2026-08-28T11:30:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Day,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.931,0.21,0.669,2.987,2.5,-0.009,11.84,12.00,10.00,14.00,-0.16,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-089,89,EG-A-089,2026-08-28T12:00:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Day,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.07,0.204,0.505,3.0,2.562,-0.077,12.90,12.00,10.00,14.00,0.90,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-090,90,EG-A-090,2026-08-28T12:30:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Day,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.06,0.057,0.716,2.981,2.485,0.084,12.87,12.00,10.00,14.00,0.87,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-091,91,EG-A-091,2026-08-28T20:00:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.061,0.05,0.562,2.947,2.489,0.008,12.28,12.00,10.00,14.00,0.28,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-092,92,EG-A-092,2026-08-28T20:30:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.793,0.248,0.411,3.069,2.547,-0.079,11.70,12.00,10.00,14.00,-0.30,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-093,93,EG-A-093,2026-08-28T21:00:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Night,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.814,0.242,0.531,2.979,2.462,0.006,11.48,12.00,10.00,14.00,-0.52,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-094,94,EG-A-094,2026-08-28T21:30:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.049,0.19,0.428,3.043,2.516,0.022,12.61,12.00,10.00,14.00,0.61,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-095,95,EG-A-095,2026-08-28T22:00:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.919,0.221,0.421,3.049,2.515,0.030,11.86,12.00,10.00,14.00,-0.14,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-096,96,EG-A-096,2026-08-28T22:30:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Night,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.753,0.216,0.49,3.035,2.425,-0.019,11.35,12.00,10.00,14.00,-0.65,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-097,97,EG-A-097,2026-08-28T23:00:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Night,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.811,0.106,0.473,3.002,2.433,0.031,11.45,12.00,10.00,14.00,-0.55,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-098,98,EG-A-098,2026-08-28T23:30:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Night,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.083,0.203,0.426,3.004,2.419,-0.025,12.18,12.00,10.00,14.00,0.18,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-099,99,EG-A-099,2026-08-29T00:00:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Night,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.795,0.18,0.573,2.918,2.517,0.000,11.46,12.00,10.00,14.00,-0.54,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-100,100,EG-A-100,2026-08-29T00:30:00+08:00,2026-08-28,BATCH-A-05,After Improvement,Night,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.084,0.136,0.55,2.956,2.366,-0.071,11.98,12.00,10.00,14.00,-0.02,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-101,101,EG-A-101,2026-08-31T08:00:00+08:00,2026-08-31,BATCH-A-06,After Improvement,Day,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.736,0.225,0.277,3.063,2.574,0.037,11.97,12.00,10.00,14.00,-0.03,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
